loc_id,city_id,category_id,regis,removal,pet_count,sum_store_score,category_raw_score,norm_city,norm_all,category_city_score,category_all_score,city_score,all_score,final_score,final_score_10
KSH037,KSH,2,1561,268,1293,0.94,7.269914926527456,1.7,1.24,0.153,0.11159999999999999,0.153,0.11159999999999999,0.14057999999999998,0.15
KSH038,KSH,2,1034,96,938,1.7086218774098683,18.215585047013523,6.11,3.97,0.5499,0.3573,1.3704,0.9482999999999999,1.24377,1.31
KSH038,KSH,4,1034,96,938,0.6562500000000001,6.99626865671642,5.47,3.94,0.8204999999999999,0.591,1.3704,0.9482999999999999,1.24377,1.31
NTP001,NTP,1,51435,6137,45298,21.834919950789434,4.820283445359494,9.5,5.5,2.5650000000000004,1.485,4.9877,4.0622,4.71005,4.96
NTP001,NTP,2,51435,6137,45298,30.89841019179445,6.821142256124873,0.71,1.13,0.0639,0.10169999999999998,4.9877,4.0622,4.71005,4.96
NTP001,NTP,3,51435,6137,45298,30.8764672999425,6.816298136770388,9.45,8.28,1.0394999999999999,0.9107999999999999,4.9877,4.0622,4.71005,4.96
NTP001,NTP,4,51435,6137,45298,32.15201179729853,7.097887720715821,0.51,4.02,0.0765,0.6029999999999999,4.9877,4.0622,4.71005,4.96
NTP001,NTP,5,51435,6137,45298,27.87901114057732,6.1545788203844145,1.22,2.07,0.1586,0.2691,4.9877,4.0622,4.71005,4.96
NTP001,NTP,6,51435,6137,45298,0.5028571428571429,0.11101089294387013,0.5,0.5,0.015,0.015,4.9877,4.0622,4.71005,4.96
NTP001,NTP,7,51435,6137,45298,1.8741943956579017,0.41374771417234796,4.86,3.08,1.0692000000000002,0.6776,4.9877,4.0622,4.71005,4.96
NTP002,NTP,1,33378,2718,30660,11.397824700466298,3.7174901175689166,6.99,3.78,1.8873000000000002,1.0206,2.5607,2.2308999999999997,2.46176,2.59
NTP002,NTP,2,33378,2718,30660,8.497753459355403,2.7716090865477505,0.5,0.5,0.045,0.045,2.5607,2.2308999999999997,2.46176,2.59
NTP002,NTP,3,33378,2718,30660,12.204926080330578,3.980732576754918,4.44,4.05,0.48840000000000006,0.4455,2.5607,2.2308999999999997,2.46176,2.59
NTP002,NTP,4,33378,2718,30660,21.71567828038807,7.082739165162449,0.5,4.01,0.075,0.6014999999999999,2.5607,2.2308999999999997,2.46176,2.59
NTP002,NTP,5,33378,2718,30660,12.964697395503304,4.228537963308319,0.5,0.91,0.065,0.1183,2.5607,2.2308999999999997,2.46176,2.59
